startTimeStamp,openPrice,closePrice,highPrice,lowPrice,volume
1514764800,13763.000000,13709.000000,13788.000000,13709.000000,74.842318
1514765100,13710.000000,13640.000000,13710.000000,13559.000000,286.445404
1514765400,13639.000000,13623.000000,13650.000000,13600.000000,95.255655
1514765700,13621.000000,13546.000000,13621.000000,13519.000000,127.094184
1514766000,13547.000000,13530.000000,13548.000000,13505.000000,140.550841
1514766300,13530.000000,13581.000000,13618.000000,13530.000000,151.707284
1514766600,13580.000000,13578.000000,13616.000000,13555.000000,68.015815
1514766900,13577.000000,13558.000000,13600.000000,13532.000000,94.192538
1514767200,13565.000000,13578.000000,13586.000000,13556.797646,58.873967
1514767500,13579.000000,13681.000000,13692.000000,13579.000000,193.711240
1514767800,13682.000000,13611.000000,13682.000000,13606.000000,76.877113
1514768100,13611.000000,13607.000000,13612.000000,13555.000000,82.899962
1514768400,13621.000000,13593.000000,13621.000000,13567.000000,25.352473
1514768700,13591.000000,13515.000000,13592.000000,13505.000000,71.526159
1514769000,13513.000000,13542.000000,13563.000000,13505.000000,43.083518
1514769300,13544.000000,13616.000000,13617.000000,13528.017182,57.311585
1514769600,13615.000000,13611.000000,13655.000000,13599.968341,92.343659
1514769900,13611.000000,13610.000000,13635.000000,13605.000000,21.464806
1514770200,13610.000000,13538.000000,13631.000000,13538.000000,71.897735
1514770500,13541.000000,13540.000000,13567.000000,13535.000000,51.470198
1514770800,13540.000000,13434.000000,13540.000000,13417.692071,417.842343
1514771100,13435.000000,13365.000000,13446.000000,13360.000000,177.300633
1514771400,13366.000000,13344.000000,13435.679861,13343.000000,103.254722
1514771700,13344.000000,13281.000000,13344.000000,13251.000000,277.862328
1514772000,13280.000000,13386.000000,13420.000000,13280.000000,174.615534
1514772300,13386.000000,13377.000000,13440.000000,13331.000000,110.227415
1514772600,13380.000000,13417.000000,13436.000000,13380.000000,43.113923
1514772900,13418.000000,13300.000000,13418.000000,13292.000000,171.788381
1514773200,13300.000000,13350.000000,13354.000000,13285.000000,86.092281
1514773500,13350.000000,13273.000000,13368.000000,13251.000000,118.251525
1514773800,13260.000000,13334.000000,13340.000000,13214.000000,123.586643
1514774100,13322.000000,13243.000000,13345.740911,13230.000000,97.853502
1514774400,13243.000000,13324.000000,13327.000000,13234.216614,70.708750
1514774700,13325.000000,13351.000000,13394.000000,13309.000000,92.351876
1514775000,13351.000000,13331.000000,13398.000000,13331.000000,47.548231
1514775300,13332.000000,13362.000000,13367.000000,13270.192194,91.297692
1514775600,13363.000000,13320.000000,13389.000000,13320.000000,34.006694
1514775900,13321.000000,13362.000000,13362.000000,13310.000000,55.332676
1514776200,13362.000000,13425.000000,13453.000000,13355.000000,154.322156
1514776500,13426.000000,13458.000000,13469.000000,13417.000000,144.086551
1514776800,13457.000000,13488.000000,13489.000000,13447.000000,42.022602
1514777100,13487.000000,13551.000000,13565.000000,13480.049742,171.801631
1514777400,13552.000000,13564.000000,13591.000000,13509.000000,56.014812
1514777700,13563.000000,13472.000000,13586.000000,13453.000000,77.335852
1514778000,13472.000000,13469.257068,13506.000000,13451.000000,36.659634
1514778300,13478.000000,13451.000000,13495.000000,13440.000000,76.508718
1514778600,13450.000000,13391.000000,13450.000000,13360.000000,160.914200
1514778900,13390.000000,13394.000000,13410.000000,13371.000000,55.917062
1514779200,13393.000000,13378.000000,13424.000000,13374.000000,44.953221
1514779500,13375.000000,13334.000000,13396.000000,13313.000000,94.988177
1514779800,13343.000000,13307.366959,13344.000000,13262.000000,90.074882
1514780100,13309.000000,13314.000000,13330.000000,13285.781611,89.691016
1514780400,13307.000000,13398.000000,13398.000000,13305.000000,92.892756
1514780700,13376.000000,13438.000000,13465.000000,13376.000000,103.460289
1514781000,13437.000000,13484.000000,13485.000000,13433.000000,63.867912
1514781300,13484.000000,13486.000000,13494.000000,13440.000000,50.157433
1514781600,13486.000000,13542.000000,13582.000000,13486.000000,75.345101
1514781900,13535.000000,13505.000000,13579.000000,13504.000000,66.980201
1514782200,13506.000000,13555.000000,13559.196018,13500.000000,45.676965
1514782500,13556.000000,13584.000000,13584.000000,13517.000000,37.108695
1514782800,13584.000000,13567.000000,13598.000000,13542.000000,50.224001
1514783100,13569.000000,13536.000000,13569.000000,13532.000000,66.597616
1514783400,13535.000000,13525.000000,13536.000000,13504.000000,64.451224
1514783700,13525.000000,13573.000000,13608.000000,13513.000000,76.288719
1514784000,13573.000000,13519.000000,13574.000000,13519.000000,57.180960
1514784300,13524.000000,13548.000000,13559.000000,13496.838346,50.404721
1514784600,13546.000000,13528.000000,13586.000000,13508.000000,34.942763
1514784900,13523.000000,13482.000000,13528.000000,13479.000000,32.409574
1514785200,13485.000000,13532.000000,13532.000000,13485.000000,21.403300
1514785500,13532.000000,13495.000000,13532.000000,13495.000000,36.785064
1514785800,13496.000000,13533.000000,13550.000000,13494.000000,29.628699
1514786100,13524.000000,13501.000000,13545.000000,13501.000000,12.920426
1514786400,13511.000000,13468.000000,13525.000000,13463.000000,51.690212
1514786700,13471.000000,13471.000000,13471.000000,13435.000000,119.071442
1514787000,13470.000000,13476.000000,13476.000000,13452.000000,91.893546
1514787300,13476.000000,13497.000000,13497.000000,13467.000000,86.422979
1514787600,13497.000000,13640.000000,13648.000000,13496.000000,139.712277
1514787900,13640.000000,13668.000000,13711.000000,13633.000000,139.497787
1514788200,13667.000000,13615.000000,13685.000000,13615.000000,48.962150
1514788500,13615.000000,13673.000000,13686.000000,13614.000000,37.069519
